ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Peru;Suriname;Venezuela;Herrero_Jauregui_et_al_2013;Piponiot_et_al_2019;number_individuals_ATDN_plots;number_plots_ATDN;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check_ITTO_commercial_spp;check_ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP_8.5;2050_RCP_2.6_2050_IGS;2050_RCP_2.6_2050_BAU;2050_RCP_8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
380;Guarea macrophylla;Meliaceae;Guarea;Vahl;http://www.tropicos.org/Name/20400613;tree;1;0;0;1;0;0;1;0;0;1;1;1454;222;530877771;8;72;1;4;0.46;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;WAN;0
381;Guarea pubescens;Meliaceae;Guarea;(Rich.) A. Juss.;http://www.tropicos.org/Name/20400142;tree/ shrub;0;0;0;0;0;0;0;1;0;0;0;326;125;113420626;8;5;0;NA;NA;0;0;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;GS;0
382;Guarea purusana;Meliaceae;Guarea;C. DC.;http://www.tropicos.org/Name/20400147;tree;0;0;1;1;0;0;0;0;0;0;0;207;61;87716177;7;94;0;NA;NA;0;0;Least Concern;2021;VU;VU;VU;VU;VU;VU;VU;VU;CA;0
383;Guatteria conspicua;Annonaceae;Guatteria;R.E. Fr.;http://www.tropicos.org/Name/50049701;tree;0;0;0;0;0;0;0;1;0;0;0;8;3;694821;5;84;0;NA;NA;0;0;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
384;Guatteria elata;Annonaceae;Guatteria;R.E. Fr.;http://www.tropicos.org/Name/1600216;tree;0;0;0;0;0;0;1;0;0;0;0;68;32;25271749;7;4;0;NA;NA;0;0;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
385;Guatteria modesta;Annonaceae;Guatteria;Diels;http://www.tropicos.org/Name/1600281;tree;0;0;0;0;0;0;1;0;0;0;0;222;85;60046418;7;78;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
386;Guatteria punctata;Annonaceae;Guatteria;(Aubl.) R.A. Howard;http://www.tropicos.org/Name/50052696;tree;0;0;0;0;0;0;0;1;0;0;0;3363;465;660282653;8;82;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
387;Guatteria schomburgkiana;Annonaceae;Guatteria;Mart.;http://www.tropicos.org/Name/1600331;tree;0;0;0;0;0;0;0;0;0;0;1;465;127;150940749;8;18;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
388;Guazuma crinita;Malvaceae;Guazuma;Mart.;http://www.tropicos.org/Name/30400484;tree;0;0;0;0;0;0;1;0;0;1;0;117;20;43305967;7;64;0;NA;NA;1;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;WAN;0
389;Guazuma ulmifolia;Malvaceae;Guazuma;Lam.;http://www.tropicos.org/Name/30400486;tree;0;0;0;0;0;0;1;0;0;1;1;622;143;239645106;8;38;0;NA;NA;0;0;Least Concern;2019;VU;EN;EN;CR;EN;CR;CR;CR;SA;0
390;Gustavia augusta;Lecythidaceae;Gustavia;L.;http://www.tropicos.org/Name/17900120;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;3044;332;1057443632;9;2;1;1;0.16;0;0;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;EN;GS;0
391;Gustavia hexapetala;Lecythidaceae;Gustavia;(Aubl.) Sm.;http://www.tropicos.org/Name/17900124;tree;0;0;0;0;0;0;0;1;0;0;1;1730;308;500506496;8;7;1;4;0.07;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
392;Gustavia macarenensis;Lecythidaceae;Gustavia;Philipson;http://www.tropicos.org/Name/17900266;tree;0;0;0;1;0;0;0;0;0;0;0;8;5;3070497;6;49;0;NA;NA;0;0;Least Concern;2019;NA;NA;EN;CR;EN;EN;CR;CR;WAN;0
393;Gyranthera amphibiolepis;Malvaceae;Gyranthera;W.Palacios;https://wcvp.science.kew.org/taxon/60468186-2;tree;0;0;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
394;Handroanthus capitatus;Bignoniaceae;Handroanthus;(Bureau & K. Schum.) Mattos;http://www.tropicos.org/Name/50139340;tree;0;0;0;0;0;0;1;1;0;0;0;55;37;20408272;7;31;0;NA;NA;0;0;Vulnerable;2021;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
395;Handroanthus chrysanthus;Bignoniaceae;Handroanthus;(Jacq.) S.O. Grose;http://www.tropicos.org/Name/50313355;tree;0;0;0;0;0;0;0;0;0;1;0;34;15;16415601;7;22;0;NA;NA;0;0;Vulnerable;2021;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
396;Handroanthus impetiginosus;Bignoniaceae;Handroanthus;(Mart. ex DC.) Mattos;http://www.tropicos.org/Name/50139857;tree;0;1;0;0;0;0;0;0;0;0;1;221;85;98212201;7;99;0;NA;NA;0;0;Near Threatened;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
397;Handroanthus incanus;Bignoniaceae;Handroanthus;(A.H. Gentry) S.O. Grose;http://www.tropicos.org/Name/50314208;tree;0;1;0;0;0;0;1;0;0;0;0;84;41;53088600;7;73;0;NA;NA;0;0;Vulnerable;2021;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
398;Handroanthus serratifolius;Bignoniaceae;Handroanthus;(Vahl) S.O. Grose;http://www.tropicos.org/Name/50314219;tree;0;1;0;0;0;0;1;1;0;0;1;836;256;373658415;8;57;0;NA;NA;0;0;Endangered;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
399;Hebepetalum humiriifolium;Linaceae;Hebepetalum;(Planch.) Benth.;http://www.tropicos.org/Name/18700134;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;538;187;111160250;8;5;0;NA;NA;0;0;NA;NA;NA;VU;NA;VU;VU;VU;VU;VU;GS;0
400;Heisteria nitida;Olacaceae;Heisteria;Engl.;http://www.tropicos.org/Name/22900042;shrub/ tree;1;0;0;0;0;0;0;0;0;1;0;187;60;74919656;7;87;0;NA;NA;0;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;WAN;0
401;Heisteria ovata;Olacaceae;Heisteria;Benth.;http://www.tropicos.org/Name/22900044;shrub/ tree;0;0;0;0;0;0;0;0;0;0;1;200;83;94667522;7;98;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
402;Helicostylis pedunculata;Moraceae;Helicostylis;Benoist;http://www.tropicos.org/Name/21301910;tree;0;0;0;0;0;0;0;1;0;0;1;458;109;56050181;7;75;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
403;Helicostylis tomentosa;Moraceae;Helicostylis;(Poepp. & Endl.) Rusby;http://www.tropicos.org/Name/21300535;tree;0;0;0;0;0;0;0;1;0;0;1;2391;622;1173241102;9;7;1;4;0.33;0;0;Lower Risk/least concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
404;Heliocarpus americanus;Malvaceae;Heliocarpus;L.;http://www.tropicos.org/Name/32200255;tree;0;0;0;1;0;0;0;0;0;1;1;89;26;41854803;7;62;0;NA;NA;0;0;Least Concern;2018;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
405;Henriettea martiusii;Melastomataceae;Henriettea;(DC.) Naudin;http://www.tropicos.org/Name/20303930;shrub/ tree;0;0;1;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;VU;VU;EN;EN;EN;EN;EN;GS;0;NA
406;Hevea brasiliensis;Euphorbiaceae;Hevea;(Willd. ex A. Juss.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12801400;tree;0;1;0;1;0;0;1;0;0;1;1;3548;381;1483853483;9;17;1;5;0.09;1;0;Least Concern;2020;VU;VU;NA;VU;VU;VU;VU;VU;SA;0
407;Hevea guianensis;Euphorbiaceae;Hevea;Aubl.;http://www.tropicos.org/Name/12801407;shrub/ tree;0;0;1;0;0;0;1;1;0;0;0;3648;442;920782402;8;96;1;2;0.1;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
408;Hevea nitida;Euphorbiaceae;Hevea;Mart. ex M<fc>ll. Arg.;http://www.tropicos.org/Name/12801413;tree;0;0;1;0;0;0;0;0;0;0;0;349;39;182844347;8;26;0;NA;NA;0;0;Least Concern;2019;NA;NA;EN;EN;EN;EN;EN;EN;WAN;0
409;Hevea pauciflora;Euphorbiaceae;Hevea;(Spruce ex Benth.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12802408;tree;0;0;0;0;0;0;0;1;0;0;0;436;55;209418328;8;32;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;VU;VU;VU;VU;WAN;0
410;Hieronyma alchorneoides;Phyllanthaceae;Hieronyma;Allem<e3>o;http://www.tropicos.org/Name/12802330;tree;0;0;1;1;0;0;1;1;1;1;0;658;161;208644700;8;32;0;NA;NA;1;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
411;Hieronyma asperifolia;Phyllanthaceae;Hieronyma;Pax & K. Hoffm.;http://www.tropicos.org/Name/12801911;tree;0;0;0;0;0;0;1;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
412;Hieronyma oblonga;Phyllanthaceae;Hieronyma;(Tul.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12802333;tree;0;0;1;1;0;0;0;0;0;0;0;329;89;113720140;8;6;0;NA;NA;0;0;Least Concern;2020;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
413;Himatanthus articulatus;Apocynaceae;Himatanthus;(Vahl) Woodson;http://www.tropicos.org/Name/1801492;tree;0;0;1;0;0;0;0;1;0;1;0;276;101;159406781;8;2;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
414;Hirtella bicornis;Chrysobalanaceae;Hirtella;Mart. & Zucc.;http://www.tropicos.org/Name/7400423;tree;1;0;0;0;0;0;0;1;0;0;0;544;181;151027807;8;18;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
415;Hirtella glandulosa;Chrysobalanaceae;Hirtella;Spreng.;http://www.tropicos.org/Name/7400090;tree;0;0;0;0;0;0;0;1;0;0;0;268;62;50548897;7;7;0;NA;NA;0;0;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
416;Hirtella hispidula;Chrysobalanaceae;Hirtella;Miq.;http://www.tropicos.org/Name/7400441;tree;0;0;0;0;0;0;0;1;0;0;0;75;44;36477042;7;56;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
417;Hirtella macrosepala;Chrysobalanaceae;Hirtella;Sandwith;http://www.tropicos.org/Name/7400445;tree;0;0;0;0;0;0;0;1;0;0;0;2;2;496255;5;7;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
418;Hirtella margae;Chrysobalanaceae;Hirtella;Prance;http://www.tropicos.org/Name/50039473;tree;0;0;0;0;0;0;0;1;0;0;0;4;2;199594;5;3;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
419;Hirtella obidensis;Chrysobalanaceae;Hirtella;Ducke;http://www.tropicos.org/Name/7400104;tree;0;0;0;0;0;0;0;1;0;0;0;105;37;19447540;7;29;0;NA;NA;0;0;NA;NA;VU;EN;EN;CR;CR;CR;CR;CR;CA;0
420;Hirtella racemosa;Chrysobalanaceae;Hirtella;Lam.;http://www.tropicos.org/Name/7400116;tree/ shrub;0;0;0;0;0;0;0;1;0;0;0;1086;176;383841352;8;58;1;1;0.08;0;0;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;0
421;Homalium racemosum;Salicaceae;Homalium;Jacq.;http://www.tropicos.org/Name/13200438;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;146;23;40775814;7;61;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
422;Huberodendron swietenioides;Malvaceae;Huberodendron;(Gleason) Ducke;http://www.tropicos.org/Name/3900430;tree;1;0;0;0;0;0;1;0;0;1;1;103;56;52826365;7;72;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
423;Huertea glandulosa;Tapisciaceae;Huertea;Ruiz & Pav.;http://www.tropicos.org/Name/30200002;tree;0;0;0;1;0;0;0;0;0;1;0;93;40;19841771;7;3;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;VU;VU;VU;VU;VU;WAN;0
424;Humiria balsamifera;Humiriaceae;Humiria;Aubl.;http://www.tropicos.org/Name/15800041;shrub/ tree;0;0;0;0;1;0;0;1;0;1;0;318;76;110213789;8;4;0;NA;NA;0;1;Least Concern;2019;VU;VU;VU;EN;VU;EN;EN;EN;GS;0
425;Humiriastrum diguense;Humiriaceae;Humiriastrum;(Cuatrec.) Cuatrec.;http://www.tropicos.org/Name/15800034;tree;0;0;0;0;0;0;0;0;0;1;0;1;1;543568;5;74;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
426;Humiriastrum subcrenatum;Humiriaceae;Humiriastrum;(Benth.) Cuatrec.;http://www.tropicos.org/Name/50193340;tree;0;0;0;0;0;0;0;0;0;0;1;59;27;5208270;6;72;0;NA;NA;0;0;Vulnerable;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
427;Hura crepitans;Euphorbiaceae;Hura;L.;http://www.tropicos.org/Name/12800195;tree;1;1;1;0;0;0;1;1;1;1;1;952;152;419781354;8;62;1;5;0.09;1;0;NA;NA;NA;VU;NA;VU;VU;VU;VU;VU;WAN;0
428;Hydrochorea corymbosa;Fabaceae;Hydrochorea;(Rich.) Barneby & J.W. Grimes;http://www.tropicos.org/Name/50068026;tree;1;0;0;0;0;0;0;1;0;1;0;613;133;232541073;8;37;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
429;Hymenaea courbaril;Fabaceae;Hymenaea;L.;http://www.tropicos.org/Name/13005950;tree;1;1;1;0;1;1;1;1;1;1;1;840;250;305338220;8;48;0;NA;NA;1;0;Least Concern;2012;VU;EN;VU;VU;VU;EN;VU;EN;SA;0
430;Hymenaea intermedia;Fabaceae;Hymenaea;Ducke;http://www.tropicos.org/Name/13005955;tree;0;0;1;0;0;0;0;0;0;0;1;161;66;59272913;7;77;0;NA;NA;0;0;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
431;Hymenaea oblongifolia;Fabaceae;Hymenaea;Huber;http://www.tropicos.org/Name/13005959;tree;0;1;1;1;1;0;1;1;0;1;1;414;155;86319296;7;94;0;NA;NA;0;1;Least Concern;2012;NA;VU;VU;VU;VU;EN;VU;EN;CA;0
432;Hymenaea parvifolia;Fabaceae;Hymenaea;Huber;http://www.tropicos.org/Name/13005962;tree;1;1;0;0;0;0;0;0;0;1;1;364;149;138713976;8;14;0;NA;NA;0;1;Least Concern;2012;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
433;Hymenolobium excelsum;Fabaceae;Hymenolobium;Ducke;http://www.tropicos.org/Name/13005973;tree;0;1;0;0;0;0;0;1;0;0;1;158;78;66631208;7;82;0;NA;NA;1;0;NA;NA;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
434;Hymenolobium flavum;Fabaceae;Hymenolobium;Kleinhoonte;http://www.tropicos.org/Name/13005974;tree;0;0;0;0;0;0;0;1;0;0;0;135;48;22132585;7;35;0;NA;NA;0;0;Vulnerable;2021;VU;VU;VU;EN;EN;CR;CR;CR;GS;0
435;Hymenolobium heterocarpum;Fabaceae;Hymenolobium;Ducke;http://www.tropicos.org/Name/13005975;tree;0;1;1;0;0;0;0;0;0;0;0;96;36;36574740;7;56;0;NA;NA;0;0;NA;NA;NA;VU;EN;EN;EN;EN;EN;EN;CA;0
436;Hymenolobium modestum;Fabaceae;Hymenolobium;Ducke;http://www.tropicos.org/Name/13005977;tree;0;1;0;0;0;0;0;0;0;0;0;23;17;9378117;6;97;0;NA;NA;0;1;NA;NA;NA;VU;VU;VU;VU;EN;VU;EN;CA;0
437;Hymenolobium petraeum;Fabaceae;Hymenolobium;Ducke;http://www.tropicos.org/Name/13005979;tree;0;1;1;0;0;0;0;1;0;0;1;247;64;25144389;7;4;0;NA;NA;0;1;Least Concern;2021;VU;VU;EN;CR;CR;CR;CR;CR;GS;0
438;Hymenolobium pulcherrimum;Fabaceae;Hymenolobium;Ducke;http://www.tropicos.org/Name/13005980;tree;0;1;1;0;0;0;1;0;0;1;1;109;57;52965312;7;72;0;NA;NA;0;0;NA;NA;NA;VU;VU;VU;VU;EN;VU;EN;CA;0
439;Hymenolobium sericeum;Fabaceae;Hymenolobium;Ducke;http://www.tropicos.org/Name/13005981;tree;0;1;0;0;0;0;0;0;0;0;1;76;48;37894235;7;58;0;NA;NA;0;0;NA;NA;VU;EN;CR;CR;CR;CR;CR;CR;CA;0
440;Ilex inundata;Aquifoliaceae;Ilex;Poepp. ex Reissek;http://www.tropicos.org/Name/2000100;tree;0;0;0;0;0;0;0;0;0;0;1;312;35;116504205;8;7;0;NA;NA;0;0;Least Concern;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
441;Inga acreana;Fabaceae;Inga;Harms;http://www.tropicos.org/Name/13006102;tree;0;0;1;0;0;0;0;1;0;0;0;247;92;66506381;7;82;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
442;Inga acrocephala;Fabaceae;Inga;Steud.;http://www.tropicos.org/Name/13006103;tree;0;0;1;0;0;0;0;1;0;0;0;215;66;61825667;7;79;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
443;Inga acuminata;Fabaceae;Inga;Benth.;http://www.tropicos.org/Name/13021151;tree;0;0;1;0;0;0;0;0;0;0;0;39;16;10008527;7;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;WAN;0;NA
444;Inga alata;Fabaceae;Inga;Benoist;http://www.tropicos.org/Name/13006109;tree;0;0;0;0;0;0;0;1;0;0;0;113;36;27770253;7;44;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;EN;EN;GS;0
445;Inga alba;Fabaceae;Inga;(Sw.) Willd.;http://www.tropicos.org/Name/13021157;tree;0;0;1;0;1;1;0;1;0;0;1;2969;591;918971129;8;96;1;4;0.21;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
446;Inga auristellae;Fabaceae;Inga;Harms;http://www.tropicos.org/Name/13006123;tree;0;0;1;0;0;0;0;1;0;0;0;475;125;112159885;8;5;0;NA;NA;0;0;Least Concern;2012;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
447;Inga bourgonii;Fabaceae;Inga;(Aubl.) DC.;http://www.tropicos.org/Name/13021178;tree;0;0;0;0;0;0;0;1;0;0;1;170;56;58277428;7;77;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
448;Inga capitata;Fabaceae;Inga;Desv.;http://www.tropicos.org/Name/13006163;tree;0;0;0;0;0;0;0;1;1;0;1;1133;301;459412839;8;66;1;4;0.05;0;0;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;EN;SA;0
449;Inga caudata;Fabaceae;Inga;Killip;http://www.tropicos.org/Name/13006175;tree;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
450;Inga cayennensis;Fabaceae;Inga;Sagot ex Benth.;http://www.tropicos.org/Name/13006177;tree;0;0;1;0;0;0;0;0;0;0;0;246;102;90037874;7;95;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;NA;VU;VU;VU;VU;GS;0
451;Inga cinnamomea;Fabaceae;Inga;Spruce ex Benth.;http://www.tropicos.org/Name/13006190;tree;0;0;0;0;0;0;0;1;0;0;0;304;88;97749126;7;99;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;SA;0
452;Inga coruscans;Fabaceae;Inga;Humb. & Bonpl. ex Willd.;http://www.tropicos.org/Name/13006205;tree;0;0;1;0;0;0;0;0;0;0;0;86;46;21264755;7;33;0;NA;NA;0;0;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
453;Inga disticha;Fabaceae;Inga;Benth.;http://www.tropicos.org/Name/13006218;tree;0;0;0;0;0;0;0;1;0;0;0;126;36;41656279;7;62;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;EN;CR;EN;CR;SA;0
454;Inga edulis;Fabaceae;Inga;Mart.;http://www.tropicos.org/Name/13006228;tree;1;0;1;1;0;0;0;0;0;1;0;766;185;294051870;8;47;1;4;0.13;0;1;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
455;Inga graciliflora;Fabaceae;Inga;Benth.;http://www.tropicos.org/Name/13006267;tree;0;0;0;0;0;0;0;1;0;0;0;7;6;1047844;6;2;0;NA;NA;0;0;NA;NA;NA;VU;EN;EN;EN;EN;EN;EN;CA;0
456;Inga gracilifolia;Fabaceae;Inga;Ducke;http://www.tropicos.org/Name/13006269;tree;0;0;0;0;0;0;0;0;0;0;1;318;168;96654245;7;99;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;GS;0
457;Inga ingoides;Fabaceae;Inga;(Rich.) Willd.;http://www.tropicos.org/Name/13021266;tree;0;0;0;0;0;0;0;1;0;0;0;189;57;78276647;7;89;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
458;Inga lateriflora;Fabaceae;Inga;Miq.;http://www.tropicos.org/Name/13008782;tree;0;0;0;0;0;0;0;1;0;0;0;336;85;204291144;8;31;1;3;0.02;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
459;Inga marginata;Fabaceae;Inga;Willd.;http://www.tropicos.org/Name/13021299;tree;0;0;1;0;0;0;0;0;0;1;0;722;196;236633559;8;37;1;3;0.22;0;0;Least Concern;2012;NA;VU;VU;VU;VU;EN;VU;EN;WAN;0
460;Inga nobilis;Fabaceae;Inga;Willd.;http://www.tropicos.org/Name/13008849;tree;0;0;1;0;0;0;0;0;0;0;1;565;170;177722355;8;25;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
461;Inga paraensis;Fabaceae;Inga;Ducke;http://www.tropicos.org/Name/13008876;tree;0;0;1;0;0;0;0;0;0;0;1;396;157;154164365;8;19;0;NA;NA;0;0;Least Concern;2020;NA;VU;VU;VU;VU;EN;EN;EN;GS;0
462;Inga pezizifera;Fabaceae;Inga;Benth.;http://www.tropicos.org/Name/13008888;tree;0;0;0;0;0;0;1;1;0;0;1;418;106;93486621;7;97;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
463;Inga pilosula;Fabaceae;Inga;(Rich.) J.F. Macbr.;http://www.tropicos.org/Name/13008890;tree;0;0;0;0;0;0;0;1;0;0;0;67;35;21017443;7;32;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;0
464;Inga psittacorum;Fabaceae;Inga;L. Uribe;http://www.tropicos.org/Name/13008908;tree;0;0;1;0;0;0;0;0;0;0;0;25;15;13123995;7;12;0;NA;NA;0;0;Least Concern;2012;NA;NA;EN;VU;EN;EN;VU;EN;WAN;0
465;Inga rubiginosa;Fabaceae;Inga;(Rich.) DC.;http://www.tropicos.org/Name/13021363;tree;0;0;0;0;0;0;0;1;0;0;1;1254;261;253578003;8;4;1;4;0.14;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
466;Inga splendens;Fabaceae;Inga;Willd.;http://www.tropicos.org/Name/13008979;tree;0;0;0;0;0;0;0;1;0;0;0;411;126;123178697;8;9;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
467;Inga stipularis;Fabaceae;Inga;DC.;http://www.tropicos.org/Name/13008997;tree;0;0;0;0;0;0;0;1;0;0;0;215;112;63751150;7;8;0;NA;NA;0;0;Least Concern;2012;NA;VU;VU;VU;VU;VU;VU;EN;GS;0
468;Inga thibaudiana;Fabaceae;Inga;DC.;http://www.tropicos.org/Name/13009018;tree;0;0;1;0;0;0;0;0;0;0;1;1264;336;348881278;8;54;1;3;0.08;0;0;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;0
469;Iriartea deltoidea;Arecaceae;Iriartea;Ruiz & Pav.;http://www.tropicos.org/Name/2400562;palm tree;0;0;1;0;0;0;0;0;0;0;0;11270;290;2595149255;9;41;1;4;0.64;0;0;Least Concern;2013;NA;NA;NA;NA;NA;VU;NA;VU;WAN;0
470;Iryanthera elliptica;Myristicaceae;Iryanthera;Ducke;http://www.tropicos.org/Name/21800171;tree;0;0;0;0;0;0;1;0;0;0;0;493;161;246578136;8;39;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
471;Iryanthera grandis;Myristicaceae;Iryanthera;Ducke;http://www.tropicos.org/Name/21800189;tree;0;1;0;0;0;0;1;0;0;0;1;96;25;24829528;7;39;0;NA;NA;0;1;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
472;Iryanthera hostmannii;Myristicaceae;Iryanthera;(Benth.) Warb.;http://www.tropicos.org/Name/21800201;tree;0;0;0;0;0;0;1;1;0;0;0;619;147;225946208;8;35;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;EN;EN;GS;0
473;Iryanthera juruensis;Myristicaceae;Iryanthera;Warb.;http://www.tropicos.org/Name/21800014;tree;1;0;0;0;0;0;1;0;0;1;1;3013;511;1216746401;9;9;1;4;0.26;0;0;Least Concern;2020;VU;VU;VU;VU;VU;VU;VU;EN;SA;0
474;Iryanthera laevis;Myristicaceae;Iryanthera;Markgr.;http://www.tropicos.org/Name/21800015;tree;0;0;1;0;0;0;1;0;0;0;0;1454;338;548917149;8;74;1;4;0.15;0;0;NA;NA;NA;VU;NA;NA;VU;VU;VU;VU;CA;0
475;Iryanthera lancifolia;Myristicaceae;Iryanthera;Ducke;http://www.tropicos.org/Name/21800084;tree;0;0;1;0;0;0;1;1;0;0;0;1027;166;236379758;8;37;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
476;Iryanthera paraensis;Myristicaceae;Iryanthera;Huber;http://www.tropicos.org/Name/21800018;tree;0;0;0;0;0;0;1;1;0;0;0;411;111;215299747;8;33;0;NA;NA;0;0;Least Concern;2020;NA;VU;VU;VU;VU;EN;VU;EN;CA;0
